Sample alias,EPI_ISL_ID,EPI_SET_ID,Lineage group,Sample collection date
hCoV-19/Denmark/DCGC-531110/2022,EPI_ISL_13358069,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531113/2022,EPI_ISL_13358072,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531114/2022,EPI_ISL_13358073,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531119/2022,EPI_ISL_13358078,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531123/2022,EPI_ISL_13358082,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531126/2022,EPI_ISL_13358085,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531132/2022,EPI_ISL_13358091,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531133/2022,EPI_ISL_13399949,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531135/2022,EPI_ISL_13399951,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531139/2022,EPI_ISL_13399955,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531140/2022,EPI_ISL_13399956,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531142/2022,EPI_ISL_13399958,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531145/2022,EPI_ISL_13399961,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531147/2022,EPI_ISL_13399963,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531148/2022,EPI_ISL_13399964,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531150/2022,EPI_ISL_13399966,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531151/2022,EPI_ISL_13399967,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531152/2022,EPI_ISL_13399968,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531156/2022,EPI_ISL_13399972,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531157/2022,EPI_ISL_13399973,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531160/2022,EPI_ISL_13399976,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531161/2022,EPI_ISL_13399977,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531165/2022,EPI_ISL_13399981,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531166/2022,EPI_ISL_13399982,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531170/2022,EPI_ISL_13399986,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531171/2022,EPI_ISL_13399987,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531172/2022,EPI_ISL_13399988,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531173/2022,EPI_ISL_13399989,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531174/2022,EPI_ISL_13399990,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531177/2022,EPI_ISL_13399993,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531180/2022,EPI_ISL_13399996,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531181/2022,EPI_ISL_13399997,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531182/2022,EPI_ISL_13399998,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531184/2022,EPI_ISL_13400000,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531189/2022,EPI_ISL_13400005,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531190/2022,EPI_ISL_13400006,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531191/2022,EPI_ISL_13400007,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531192/2022,EPI_ISL_13400008,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531193/2022,EPI_ISL_13400009,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531194/2022,EPI_ISL_13400010,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531195/2022,EPI_ISL_13400011,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531198/2022,EPI_ISL_13400014,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531201/2022,EPI_ISL_13400017,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531202/2022,EPI_ISL_13400018,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531203/2022,EPI_ISL_13400019,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531205/2022,EPI_ISL_13400021,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531207/2022,EPI_ISL_13400023,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531208/2022,EPI_ISL_13400024,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531210/2022,EPI_ISL_13400026,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531211/2022,EPI_ISL_13400027,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531213/2022,EPI_ISL_13400029,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531214/2022,EPI_ISL_13400030,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531218/2022,EPI_ISL_13400034,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531222/2022,EPI_ISL_13400038,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531223/2022,EPI_ISL_13400039,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531224/2022,EPI_ISL_13400040,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531225/2022,EPI_ISL_13400041,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531228/2022,EPI_ISL_13400044,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531231/2022,EPI_ISL_13400047,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531233/2022,EPI_ISL_13400049,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531234/2022,EPI_ISL_13400050,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531235/2022,EPI_ISL_13400051,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531236/2022,EPI_ISL_13400052,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531241/2022,EPI_ISL_13400057,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531242/2022,EPI_ISL_13400058,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531246/2022,EPI_ISL_13400062,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531247/2022,EPI_ISL_13400063,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531249/2022,EPI_ISL_13400065,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531250/2022,EPI_ISL_13400066,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531251/2022,EPI_ISL_13400067,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531252/2022,EPI_ISL_13400068,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531254/2022,EPI_ISL_13400070,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531255/2022,EPI_ISL_13400071,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531258/2022,EPI_ISL_13400074,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531259/2022,EPI_ISL_13400075,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531263/2022,EPI_ISL_13400079,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531265/2022,EPI_ISL_13400081,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531266/2022,EPI_ISL_13400082,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531268/2022,EPI_ISL_13400084,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531270/2022,EPI_ISL_13400086,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531271/2022,EPI_ISL_13400087,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531273/2022,EPI_ISL_13400089,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531274/2022,EPI_ISL_13400090,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531278/2022,EPI_ISL_13400094,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531282/2022,EPI_ISL_13400098,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531286/2022,EPI_ISL_13400102,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531289/2022,EPI_ISL_13400105,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531290/2022,EPI_ISL_13400106,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531291/2022,EPI_ISL_13400107,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531292/2022,EPI_ISL_13400108,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531293/2022,EPI_ISL_13400109,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531294/2022,EPI_ISL_13400110,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531296/2022,EPI_ISL_13400112,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531298/2022,EPI_ISL_13400114,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531300/2022,EPI_ISL_13400116,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531302/2022,EPI_ISL_13400118,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531306/2022,EPI_ISL_13400122,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531307/2022,EPI_ISL_13400123,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531310/2022,EPI_ISL_13400126,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531312/2022,EPI_ISL_13400128,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531313/2022,EPI_ISL_13400129,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531315/2022,EPI_ISL_13400131,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531317/2022,EPI_ISL_13400133,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531318/2022,EPI_ISL_13400134,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531321/2022,EPI_ISL_13400137,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531323/2022,EPI_ISL_13400139,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531325/2022,EPI_ISL_13400141,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531326/2022,EPI_ISL_13400142,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531328/2022,EPI_ISL_13400144,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531329/2022,EPI_ISL_13400145,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531330/2022,EPI_ISL_13400146,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531331/2022,EPI_ISL_13400147,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531333/2022,EPI_ISL_13400149,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531336/2022,EPI_ISL_13400152,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531337/2022,EPI_ISL_13400153,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531338/2022,EPI_ISL_13400154,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531339/2022,EPI_ISL_13400155,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531342/2022,EPI_ISL_13400158,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531343/2022,EPI_ISL_13400159,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531344/2022,EPI_ISL_13400160,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531346/2022,EPI_ISL_13400162,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531347/2022,EPI_ISL_13400163,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531348/2022,EPI_ISL_13400164,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531349/2022,EPI_ISL_13400165,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531351/2022,EPI_ISL_13400167,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531352/2022,EPI_ISL_13400168,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531355/2022,EPI_ISL_13400171,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531356/2022,EPI_ISL_13400172,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531357/2022,EPI_ISL_13400173,EPI_SET_230103ar,BA.2,2022-06-16
hCoV-19/Denmark/DCGC-531360/2022,EPI_ISL_13400176,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531361/2022,EPI_ISL_13400177,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531363/2022,EPI_ISL_13400179,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531364/2022,EPI_ISL_13400180,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531374/2022,EPI_ISL_13400190,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531375/2022,EPI_ISL_13400191,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531376/2022,EPI_ISL_13400192,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531378/2022,EPI_ISL_13400194,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531379/2022,EPI_ISL_13400195,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531381/2022,EPI_ISL_13400197,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531382/2022,EPI_ISL_13400198,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531383/2022,EPI_ISL_13400199,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531385/2022,EPI_ISL_13400201,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531387/2022,EPI_ISL_13400203,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531390/2022,EPI_ISL_13400206,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531392/2022,EPI_ISL_13400208,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531393/2022,EPI_ISL_13400209,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531394/2022,EPI_ISL_13400210,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531396/2022,EPI_ISL_13400212,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531400/2022,EPI_ISL_13400216,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531404/2022,EPI_ISL_13400220,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531407/2022,EPI_ISL_13400223,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531409/2022,EPI_ISL_13400225,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531411/2022,EPI_ISL_13400227,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531413/2022,EPI_ISL_13400229,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531416/2022,EPI_ISL_13400232,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531417/2022,EPI_ISL_13400233,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531418/2022,EPI_ISL_13400234,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531419/2022,EPI_ISL_13400235,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531420/2022,EPI_ISL_13400236,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531421/2022,EPI_ISL_13400237,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531423/2022,EPI_ISL_13400239,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531424/2022,EPI_ISL_13400240,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531428/2022,EPI_ISL_13400244,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531429/2022,EPI_ISL_13400245,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531432/2022,EPI_ISL_13400248,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531433/2022,EPI_ISL_13400249,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531437/2022,EPI_ISL_13400253,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531438/2022,EPI_ISL_13400254,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531439/2022,EPI_ISL_13400255,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531440/2022,EPI_ISL_13400256,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531441/2022,EPI_ISL_13400257,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531443/2022,EPI_ISL_13400259,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531445/2022,EPI_ISL_13400261,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531447/2022,EPI_ISL_13400263,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531448/2022,EPI_ISL_13400264,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531449/2022,EPI_ISL_13400265,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531453/2022,EPI_ISL_13400269,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531454/2022,EPI_ISL_13400270,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531457/2022,EPI_ISL_13400273,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531458/2022,EPI_ISL_13400274,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531459/2022,EPI_ISL_13400275,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531460/2022,EPI_ISL_13400276,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531462/2022,EPI_ISL_13400278,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531465/2022,EPI_ISL_13400281,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531470/2022,EPI_ISL_13400286,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531471/2022,EPI_ISL_13400287,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531472/2022,EPI_ISL_13400288,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531474/2022,EPI_ISL_13400290,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531475/2022,EPI_ISL_13400291,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531477/2022,EPI_ISL_13400293,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531479/2022,EPI_ISL_13400295,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531480/2022,EPI_ISL_13400296,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531481/2022,EPI_ISL_13400297,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531482/2022,EPI_ISL_13400298,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531483/2022,EPI_ISL_13400299,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531486/2022,EPI_ISL_13400302,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531489/2022,EPI_ISL_13400305,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531491/2022,EPI_ISL_13400307,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531492/2022,EPI_ISL_13400308,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531493/2022,EPI_ISL_13400309,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531494/2022,EPI_ISL_13400310,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531495/2022,EPI_ISL_13400311,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531497/2022,EPI_ISL_13400313,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531499/2022,EPI_ISL_13400315,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531500/2022,EPI_ISL_13400316,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531502/2022,EPI_ISL_13400318,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531503/2022,EPI_ISL_13400319,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531504/2022,EPI_ISL_13400320,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531507/2022,EPI_ISL_13400323,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531509/2022,EPI_ISL_13400325,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531510/2022,EPI_ISL_13400326,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531513/2022,EPI_ISL_13400329,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531514/2022,EPI_ISL_13400330,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531515/2022,EPI_ISL_13400331,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531516/2022,EPI_ISL_13400332,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531517/2022,EPI_ISL_13400333,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531518/2022,EPI_ISL_13400334,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531519/2022,EPI_ISL_13400335,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531521/2022,EPI_ISL_13400337,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531524/2022,EPI_ISL_13400340,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531525/2022,EPI_ISL_13400341,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531527/2022,EPI_ISL_13400343,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531528/2022,EPI_ISL_13400344,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531529/2022,EPI_ISL_13400345,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531532/2022,EPI_ISL_13400348,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531533/2022,EPI_ISL_13400349,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531534/2022,EPI_ISL_13400350,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531536/2022,EPI_ISL_13400352,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531538/2022,EPI_ISL_13400354,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531539/2022,EPI_ISL_13400355,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531544/2022,EPI_ISL_13400360,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531547/2022,EPI_ISL_13400363,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531548/2022,EPI_ISL_13400364,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531549/2022,EPI_ISL_13400365,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531551/2022,EPI_ISL_13400367,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531554/2022,EPI_ISL_13400370,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531556/2022,EPI_ISL_13400372,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531558/2022,EPI_ISL_13400374,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531559/2022,EPI_ISL_13400375,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531560/2022,EPI_ISL_13400376,EPI_SET_230103te,BA.5,2022-06-16
