Sample alias,EPI_ISL_ID,EPI_SET_ID,Lineage group,Sample collection date
hCoV-19/Denmark/DCGC-258629/2021,EPI_ISL_7602607,EPI_SET_230103ky,BA.1,2021-12-02
hCoV-19/Denmark/DCGC-258633/2021,EPI_ISL_7532039,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258667/2021,EPI_ISL_7532155,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258677/2021,EPI_ISL_7532219,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258720/2021,EPI_ISL_7532382,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-258725/2021,EPI_ISL_7532403,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-258810/2021,EPI_ISL_7601395,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-258833/2021,EPI_ISL_7532822,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-258837/2021,EPI_ISL_7532839,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258887/2021,EPI_ISL_7533004,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258893/2021,EPI_ISL_7533008,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258938/2021,EPI_ISL_7533037,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-258947/2021,EPI_ISL_7533043,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-259032/2021,EPI_ISL_7533293,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-259051/2021,EPI_ISL_7533348,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-259052/2021,EPI_ISL_7533355,EPI_SET_230103ek,Late Delta,2021-11-29
hCoV-19/Denmark/DCGC-259075/2021,EPI_ISL_7533395,EPI_SET_230103ek,Late Delta,2021-11-30
hCoV-19/Denmark/DCGC-259079/2021,EPI_ISL_7533403,EPI_SET_230103ek,Late Delta,2021-11-29
hCoV-19/Denmark/DCGC-259097/2021,EPI_ISL_7533444,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-259181/2021,EPI_ISL_7533760,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-259189/2021,EPI_ISL_7533779,EPI_SET_230103ek,Late Delta,2021-11-29
hCoV-19/Denmark/DCGC-259207/2021,EPI_ISL_7533844,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-259290/2021,EPI_ISL_7534127,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-259308/2021,EPI_ISL_7534211,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-259328/2021,EPI_ISL_7534324,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-259340/2021,EPI_ISL_7534382,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-259349/2021,EPI_ISL_7534432,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-259350/2021,EPI_ISL_7534446,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-259372/2021,EPI_ISL_7602008,EPI_SET_230103ky,BA.1,2021-12-02
hCoV-19/Denmark/DCGC-259387/2021,EPI_ISL_7534625,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-259403/2021,EPI_ISL_7534695,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-259404/2021,EPI_ISL_7534698,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-259420/2021,EPI_ISL_7534783,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-259473/2021,EPI_ISL_7535113,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-259539/2021,EPI_ISL_7638444,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-259558/2021,EPI_ISL_7638475,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-259579/2021,EPI_ISL_7638501,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-259588/2021,EPI_ISL_7638511,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-259600/2021,EPI_ISL_7648364,EPI_SET_230103ky,BA.1,2021-12-05
hCoV-19/Denmark/DCGC-259614/2021,EPI_ISL_7638542,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-259645/2021,EPI_ISL_7638592,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-259661/2021,EPI_ISL_7638629,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-259697/2021,EPI_ISL_7638684,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-259802/2021,EPI_ISL_7638807,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-259828/2021,EPI_ISL_7638843,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-259838/2021,EPI_ISL_7638862,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-259846/2021,EPI_ISL_7638870,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-259849/2021,EPI_ISL_7638878,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-259980/2021,EPI_ISL_7639073,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-259987/2021,EPI_ISL_7639083,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-260027/2021,EPI_ISL_7639140,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-260047/2021,EPI_ISL_7639185,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-260125/2021,EPI_ISL_7639331,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-260150/2021,EPI_ISL_7639367,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-260186/2021,EPI_ISL_7639411,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-260196/2021,EPI_ISL_7639428,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-260207/2021,EPI_ISL_7639436,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-260222/2021,EPI_ISL_7639469,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-260231/2021,EPI_ISL_7639485,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-260293/2021,EPI_ISL_7639567,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-260373/2021,EPI_ISL_7639681,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-260525/2021,EPI_ISL_7639888,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-260538/2021,EPI_ISL_7639910,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-260544/2021,EPI_ISL_7639918,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-260572/2021,EPI_ISL_7639968,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-260589/2021,EPI_ISL_7640001,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-260656/2021,EPI_ISL_7640099,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-260676/2021,EPI_ISL_7640126,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-260713/2021,EPI_ISL_7640178,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-260724/2021,EPI_ISL_7640206,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-260727/2021,EPI_ISL_7640208,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-260732/2021,EPI_ISL_7640222,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-260742/2021,EPI_ISL_7640238,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-260775/2021,EPI_ISL_7640273,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-260777/2021,EPI_ISL_7640274,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-260793/2021,EPI_ISL_7640303,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-260815/2021,EPI_ISL_7640328,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-260846/2021,EPI_ISL_7640363,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-260848/2021,EPI_ISL_7640369,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-260861/2021,EPI_ISL_7640386,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-260881/2021,EPI_ISL_7640419,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-260927/2021,EPI_ISL_7640488,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-260975/2021,EPI_ISL_7640547,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-260996/2021,EPI_ISL_7640573,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-261090/2021,EPI_ISL_7640630,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-261102/2021,EPI_ISL_7640635,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-261110/2021,EPI_ISL_7640658,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-261120/2021,EPI_ISL_7640676,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-261127/2021,EPI_ISL_7640688,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-261129/2021,EPI_ISL_7640699,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-261185/2021,EPI_ISL_7640758,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-261198/2021,EPI_ISL_7640772,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-261212/2021,EPI_ISL_7640775,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-261214/2021,EPI_ISL_7640778,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-261238/2021,EPI_ISL_7640822,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-261286/2021,EPI_ISL_7640861,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-261332/2021,EPI_ISL_7640915,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-261405/2021,EPI_ISL_7641040,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-261410/2021,EPI_ISL_7641053,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-261413/2021,EPI_ISL_7645385,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-261435/2021,EPI_ISL_7641078,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-261484/2021,EPI_ISL_7641136,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-261501/2021,EPI_ISL_7641165,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-261515/2021,EPI_ISL_7641188,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-261588/2021,EPI_ISL_7641295,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-261621/2021,EPI_ISL_7641334,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-261623/2021,EPI_ISL_7641341,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-261717/2021,EPI_ISL_7641475,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-261734/2021,EPI_ISL_7641492,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-261737/2021,EPI_ISL_7641495,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-261774/2021,EPI_ISL_7641557,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-261827/2021,EPI_ISL_7641631,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-261868/2021,EPI_ISL_7641673,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-261879/2021,EPI_ISL_7641695,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-261893/2021,EPI_ISL_7641716,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-261900/2021,EPI_ISL_7641727,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-261923/2021,EPI_ISL_7641757,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-261928/2021,EPI_ISL_7641759,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-262050/2021,EPI_ISL_7641875,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-262071/2021,EPI_ISL_7641887,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-262163/2021,EPI_ISL_7641970,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-262203/2021,EPI_ISL_7642015,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-262227/2021,EPI_ISL_7642056,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-262236/2021,EPI_ISL_7642065,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-262343/2021,EPI_ISL_7642191,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-262358/2021,EPI_ISL_7642212,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-262360/2021,EPI_ISL_7642220,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-262402/2021,EPI_ISL_7642289,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-262445/2021,EPI_ISL_7642334,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-262451/2021,EPI_ISL_7642344,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-262457/2021,EPI_ISL_7642358,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-262480/2021,EPI_ISL_7642392,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-262642/2021,EPI_ISL_7642566,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-262645/2021,EPI_ISL_7642568,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-262652/2021,EPI_ISL_7642580,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-262665/2021,EPI_ISL_7642599,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-262726/2021,EPI_ISL_7642667,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-262763/2021,EPI_ISL_7642716,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-262768/2021,EPI_ISL_7642725,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-262785/2021,EPI_ISL_7642754,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-262787/2021,EPI_ISL_7642755,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-262810/2021,EPI_ISL_7642789,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-262955/2021,EPI_ISL_7642999,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-263001/2021,EPI_ISL_7643062,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-263026/2021,EPI_ISL_7643082,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-263057/2021,EPI_ISL_7643125,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-263069/2021,EPI_ISL_7643135,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-263078/2021,EPI_ISL_7643152,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-263123/2021,EPI_ISL_7643199,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-263160/2021,EPI_ISL_7643264,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-263177/2021,EPI_ISL_7645394,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-263223/2021,EPI_ISL_7647921,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-263294/2021,EPI_ISL_7643459,EPI_SET_230103ek,Late Delta,2021-11-30
hCoV-19/Denmark/DCGC-263369/2021,EPI_ISL_7643559,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-263401/2021,EPI_ISL_7643609,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-263430/2021,EPI_ISL_7643664,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-263458/2021,EPI_ISL_7643716,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-263479/2021,EPI_ISL_7643745,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-263496/2021,EPI_ISL_7643773,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-263538/2021,EPI_ISL_7643818,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-263612/2021,EPI_ISL_7643896,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-263657/2021,EPI_ISL_7643938,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-263704/2021,EPI_ISL_7648309,EPI_SET_230103ky,BA.1,2021-12-04
hCoV-19/Denmark/DCGC-263728/2021,EPI_ISL_7644058,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-263737/2021,EPI_ISL_7644073,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-263792/2021,EPI_ISL_7644178,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-263823/2021,EPI_ISL_7688757,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-263824/2021,EPI_ISL_7688758,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-263838/2021,EPI_ISL_7688775,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-263840/2021,EPI_ISL_7688777,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-263847/2021,EPI_ISL_7688784,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-263848/2021,EPI_ISL_7690630,EPI_SET_230103ky,BA.1,2021-12-06
hCoV-19/Denmark/DCGC-263853/2021,EPI_ISL_7688791,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-263863/2021,EPI_ISL_7688803,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-263868/2021,EPI_ISL_7688809,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-263880/2021,EPI_ISL_7688822,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-263887/2021,EPI_ISL_7688830,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-263908/2021,EPI_ISL_7688857,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-263939/2021,EPI_ISL_7688898,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-263958/2021,EPI_ISL_7688920,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-263968/2021,EPI_ISL_7688932,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-263980/2021,EPI_ISL_7688947,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-263982/2021,EPI_ISL_7688949,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-263986/2021,EPI_ISL_7688953,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-263993/2021,EPI_ISL_7688962,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-263994/2021,EPI_ISL_7688964,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-263995/2021,EPI_ISL_7688965,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264018/2021,EPI_ISL_7688993,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-264019/2021,EPI_ISL_7688995,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-264033/2021,EPI_ISL_7689013,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264055/2021,EPI_ISL_7689040,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264061/2021,EPI_ISL_7689047,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264081/2021,EPI_ISL_7689072,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-264095/2021,EPI_ISL_7689089,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264105/2021,EPI_ISL_7690571,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264140/2021,EPI_ISL_7689143,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264143/2021,EPI_ISL_7689147,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264147/2021,EPI_ISL_7689151,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264149/2021,EPI_ISL_7689153,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264175/2021,EPI_ISL_7690575,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264189/2021,EPI_ISL_7689201,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264211/2021,EPI_ISL_7689229,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-264215/2021,EPI_ISL_7689234,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-264227/2021,EPI_ISL_7689252,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264251/2021,EPI_ISL_7689283,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264253/2021,EPI_ISL_7689286,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-264262/2021,EPI_ISL_7689297,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264276/2021,EPI_ISL_7689313,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-264284/2021,EPI_ISL_7689322,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264314/2021,EPI_ISL_7689360,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-264322/2021,EPI_ISL_7689370,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-264334/2021,EPI_ISL_7689387,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-264344/2021,EPI_ISL_7689400,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264367/2021,EPI_ISL_7689425,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-264375/2021,EPI_ISL_7689436,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264385/2021,EPI_ISL_7689448,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-264392/2021,EPI_ISL_7689456,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264393/2021,EPI_ISL_7689457,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264398/2021,EPI_ISL_7689464,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264405/2021,EPI_ISL_7689473,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-264409/2021,EPI_ISL_7689481,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264417/2021,EPI_ISL_7689492,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264454/2021,EPI_ISL_7689531,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-264455/2021,EPI_ISL_7689532,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264485/2021,EPI_ISL_7689562,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264501/2021,EPI_ISL_7689583,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264542/2021,EPI_ISL_7689632,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264545/2021,EPI_ISL_7704709,EPI_SET_230103ky,BA.1,2021-12-06
hCoV-19/Denmark/DCGC-264566/2021,EPI_ISL_7689660,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264568/2021,EPI_ISL_7689663,EPI_SET_230103ek,Late Delta,2021-12-06
hCoV-19/Denmark/DCGC-264571/2021,EPI_ISL_7689666,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-264582/2021,EPI_ISL_7689679,EPI_SET_230103ek,Late Delta,2021-12-06
